$GPRMC,120954.044,A,5151.7070,N,00728.8674,E,9.36,172.68,241204,,*0F
$GPRMC,120955.044,A,5151.7056,N,00728.8677,E,4.67,171.79,241204,,*03
$GPRMC,120956.044,A,5151.7050,N,00728.8679,E,1.79,172.97,241204,,*01
$GPRMC,120957.044,A,5151.7047,N,00728.8680,E,0.79,179.33,241204,,*04
$GPRMC,120958.044,A,5151.7042,N,00728.8682,E,1.93,171.92,241204,,*0A
$GPRMC,120959.044,A,5151.7029,N,00728.8686,E,5.10,168.33,241204,,*0E
$GPRMC,121000.044,A,5151.7002,N,00728.8700,E,10.70,162.69,241204,,*3B
$GPRMC,121001.044,A,5151.6961,N,00728.8706,E,15.16,174.53,241204,,*3A
$GPRMC,121002.044,A,5151.6908,N,00728.8705,E,19.22,180.97,241204,,*3D
$GPRMC,121003.043,A,5151.6844,N,00728.8703,E,23.18,180.42,241204,,*3C
$GPRMC,121004.043,A,5151.6776,N,00728.8704,E,24.41,179.30,241204,,*3A
$GPRMC,121005.043,A,5151.6707,N,00728.8705,E,24.57,178.88,241204,,*39
$GPRMC,121006.043,A,5151.6638,N,00728.8706,E,25.04,178.97,241204,,*3D
$GPRMC,121007.043,A,5151.6567,N,00728.8708,E,25.16,178.99,241204,,*36
$GPRMC,121008.043,A,5151.6495,N,00728.8708,E,25.99,179.84,241204,,*3F
$GPRMC,121009.043,A,5151.6421,N,00728.8710,E,26.47,178.66,241204,,*35
$GPRMC,121010.043,A,5151.6347,N,00728.8716,E,26.61,177.14,241204,,*32
$GPRMC,121011.043,A,5151.6272,N,00728.8722,E,26.72,176.80,241204,,*3D
$GPRMC,121012.043,A,5151.6198,N,00728.8730,E,26.73,176.22,241204,,*33
$GPRMC,121013.043,A,5151.6122,N,00728.8742,E,27.03,174.39,241204,,*38
$GPRMC,121014.043,A,5151.6047,N,00728.8753,E,26.99,174.42,241204,,*33
$GPRMC,121015.043,A,5151.5972,N,00728.8762,E,26.89,175.80,241204,,*32
$GPRMC,121016.043,A,5151.5897,N,00728.8764,E,27.09,178.81,241204,,*38
$GPRMC,121017.043,A,5151.5821,N,00728.8759,E,27.13,182.68,241204,,*33
$GPRMC,121018.043,A,5151.5747,N,00728.8758,E,26.43,180.51,241204,,*3E
$GPRMC,121019.042,A,5151.5672,N,00728.8757,E,27.00,180.29,241204,,*3F
$GPRMC,121020.042,A,5151.5597,N,00728.8754,E,27.04,181.37,241204,,*34
$GPRMC,121021.042,A,5151.5522,N,00728.8746,E,26.81,183.57,241204,,*30
$GPRMC,121022.042,A,5151.5447,N,00728.8735,E,26.82,185.34,241204,,*35
$GPRMC,121023.042,A,5151.5374,N,00728.8720,E,26.32,187.51,241204,,*3D
$GPRMC,121024.042,A,5151.5300,N,00728.8705,E,26.39,187.34,241204,,*36
$GPRMC,121025.042,A,5151.5227,N,00728.8696,E,26.22,184.20,241204,,*34
$GPRMC,121026.042,A,5151.5152,N,00728.8700,E,26.66,177.72,241204,,*33
$GPRMC,121027.042,A,5151.5080,N,00728.8716,E,26.08,171.62,241204,,*34
$GPRMC,121028.042,A,5151.5007,N,00728.8746,E,26.77,164.63,241204,,*3C
$GPRMC,121029.042,A,5151.4934,N,00728.8789,E,27.75,159.51,241204,,*3A
$GPRMC,121030.042,A,5151.4866,N,00728.8842,E,27.27,153.64,241204,,*37
$GPRMC,121031.042,A,5151.4801,N,00728.8906,E,27.19,147.86,241204,,*32
$GPRMC,121032.042,A,5151.4740,N,00728.8980,E,27.28,142.45,241204,,*3D
$GPRMC,121033.042,A,5151.4683,N,00728.9061,E,27.18,139.59,241204,,*37
$GPRMC,121034.041,A,5151.4629,N,00728.9144,E,26.49,136.79,241204,,*3D
