21307.032,A,5151.3672,N,00728.4529,E,0.05,16.54,241204,,*31
$GPRMC,121308.032,A,5151.3670,N,00728.4524,E,0.94,264.62,241204,,*0B
$GPRMC,121309.031,A,5151.3663,N,00728.4514,E,2.74,223.45,241204,,*02
$GPRMC,121310.031,A,5151.3648,N,00728.4505,E,5.07,202.29,241204,,*09
$GPRMC,121311.031,A,5151.3626,N,00728.4500,E,7.54,187.04,241204,,*00
$GPRMC,121312.031,A,5151.3600,N,00728.4500,E,9.37,180.74,241204,,*0C
$GPRMC,121313.031,A,5151.3568,N,00728.4501,E,11.46,179.43,241204,,*3C
$GPRMC,121314.031,A,5151.3530,N,00728.4501,E,13.59,180.10,241204,,*3A
$GPRMC,121315.031,A,5151.3489,N,00728.4501,E,14.69,180.38,241204,,*36
$GPRMC,121316.031,A,5151.3448,N,00728.4500,E,14.84,180.83,241204,,*3A
$GPRMC,121317.031,A,5151.3409,N,00728.4499,E,14.35,181.00,241204,,*3F
$GPRMC,121318.031,A,5151.3371,N,00728.4498,E,13.73,180.44,241204,,*3D
$GPRMC,121319.031,A,5151.3333,N,00728.4498,E,13.81,180.07,241204,,*30
$GPRMC,121320.031,A,5151.3292,N,00728.4499,E,14.54,178.80,241204,,*36
$GPRMC,121321.031,A,5151.3250,N,00728.4499,E,15.22,179.55,241204,,*30
$GPRMC,121322.031,A,5151.3208,N,00728.4499,E,15.31,179.82,241204,,*36
$GPRMC,121323.031,A,5151.3166,N,00728.4498,E,14.91,180.35,241204,,*3C
$GPRMC,121324.031,A,5151.3127,N,00728.4498,E,13.91,180.17,241204,,*39
$GPRMC,121325.030,A,5151.3090,N,00728.4498,E,13.28,180.05,241204,,*35
$GPRMC,121326.030,A,5151.3055,N,00728.4498,E,12.62,180.13,241204,,*37
$GPRMC,121327.030,A,5151.3020,N,00728.4502,E,12.62,175.35,241204,,*38
$GPRMC,121328.030,A,5151.2984,N,00728.4520,E,13.57,161.99,241204,,*35
$GPRMC,121329.030,A,5151.2947,N,00728.4550,E,14.81,152.98,241204,,*31
$GPRMC,121330.030,A,5151.2912,N,00728.4588,E,15.41,147.36,241204,,*31
$GPRMC,121331.030,A,5151.2873,N,00728.4629,E,16.40,147.91,241204,,*31
$GPRMC,121332.030,A,5151.2835,N,00728.4670,E,16.41,147.87,241204,,*3A
$GPRMC,121333.030,A,5151.2797,N,00728.4708,E,15.55,147.89,241204,,*3A
$GPRMC,121334.030,A,5151.2762,N,00728.4747,E,15.10,146.89,241204,,*3C
$GPRMC,121335.030,A,5151.2728,N,00728.4782,E,14.45,148.15,241204,,*30
$GPRMC,121336.030,A,5151.2695,N,00728.4816,E,13.67,148.72,241204,,*30
$GPRMC,121337.030,A,5151.2663,N,00728.4841,E,12.74,154.90,241204,,*38
$GPRMC,121338.030,A,5151.2630,N,00728.4854,E,12.17,167.75,241204,,*3B
$GPRMC,121339.030,A,5151.2597,N,00728.4850,E,11.88,185.41,241204,,*3E
$GPRMC,121340.029,A,5151.2565,N,00728.4852,E,11.48,178.82,241204,,*36
$GPRMC,121341.029,A,5151.2535,N,00728.4873,E,11.86,155.69,241204,,*39
$GPRMC,121342.029,A,5151.2513,N,00728.4911,E,11.43,131.96,241204,,*30
$GPRMC,121343.029,A,5151.2506,N,00728.4959,E,11.06,103.28,241204,,*3C
$GPRMC,121344.029,A,5151.2515,N,00728.5005,E,10.82,71.51,241204,,*0F
$GPRMC,121345.029,A,5151.2540,N,00728.5040,E,12.12,39.86,241204,,*02
$GPRMC,121346.029,A,5151.2570,N,00728.5065,E,12.44,25.68,241204,,*0B
$GPRMC,121347.029,A,5151.2603,N,00728.5095,E,13.57,28.81,241204,,*0B
$GPRMC,121348.029,A,5151.2635,N,00728.5137,E,15.07,39.16,241204,,*05
$GPRMC,121349.029,A,5151.2666,N,00728.5187,E,15.54,45.67,241204,,*02
$GPRMC,121350.029,A,5151.2699,N,00728.5243,E,17.25,46.46,241204,,*05
$GPRMC,121351.029,A,5151.2736,N,00728.5305,E,19.10,47.38,241204,,*03
$GPRMC,121352.029,A,5151.2773,N,00728.5366,E,18.93,45.63,241204,,*02
$GPRMC,121353.029,A,5151.2812,N,00728.5421,E,18.29,42.29,241204,,*07
$GPRMC,121354.029,A,5151.2847,N,00728.5472,E,16.98,41.96,241204,,*05
$GPRMC,121355.029,A,5151.2883,N,00728.5520,E,16.59,39.96,241204,,*08
$GPRMC,121356.028,A,5151.2918,N,00728.5565,E,15.85,38.89,241204,,*05
$GPRMC,121357.028,A,5151.2952,N,00728.5608,E,15.26,38.86,241204,,*04
$GPRMC,121358.028,A,5151.2983,N,00728.5647,E,14.03,38.32,241204,,*05
$GPRMC,121359.028,A,5151.3011,N,00728.5679,E,12.06,35.88,241204,,*05
$GPRMC,121400.028,A,5151.3039,N,00728.5709,E,11.72,34.42,241204,,*05
$GPRMC,121401.028,A,5151.3065,N,00728.5737,E,11.09,33.97,241204,,*03
$GPRMC,121402.028,A,5151.3086,N,00728.5762,E,9.15,36.48,241204,,*3E
$GPRMC,121403.028,A,5151.3106,N,00728.5782,E,8.27,32.75,241204,,*32
$GPRMC,121404.028,A,5151.3124,N,00728.5802,E,7.46,37.08,241204,,*35
$GPRMC,121405.028,A,5151.3139,N,00728.5815,E,5.63,27.97,241204,,*3C
$GPRMC,121406.028,A,5151.3145,N,00728.5820,E,1.96,34.72,241204,,*35
$GPRMC,121407.028,A,5151.3147,N,00728.5823,E,0.41,55.64,241204,,*3E
$GPRMC,121408.028,A,5151.3149,N,00728.5825,E,0.14,46.01,241204,,*38
$GPRMC,121409.028,A,5151.3151,N,00728.5827,E,0.09,57.25,241204,,*38
$GPRMC,121410.028,A,5151.3153,N,00728.5829,E,0.11,36.92,241204,,*3E
$GPRMC,121411.028,A,5151.3154,N,00728.5830,E,0.09,46.59,241204,,*39
$GPRMC,121412.027,A,5151.3156,N,00728.5832,E,0.09,43.29,241204,,*37
$GPRMC,121413.027,A,5151.3157,N,00728.5834,E,0.10,57.85,241204,,*3A
$GPRMC,121414.027,A,5151.3159,N,00728.5836,E,0.09,43.30,241204,,*32
$GPRMC,121415.027,A,5151.3160,N,00728.5838,E,0.11,46.28,241204,,*32
$GPRMC,121416.027,A,5151.3161,N,00728.5839,E,0.07,53.56,241204,,*3B
$GPRMC,121417.027,A,5151.3161,N,00728.5841,E,0.09,48.00,241204,,*32
$GPRMC,121418.027,A,5151.3163,N,00728.5843,E,0.55,35.62,241204,,*3A
$GPRMC,121419.027,A,5151.3169,N,00728.5852,E,2.75,42.02,241204,,*37
$GPRMC,121420.027,A,5151.3177,N,00728.5865,E,4.16,44.58,241204,,*3C
$GPRMC,121421.027,A,5151.3198,N,00728.5885,E,8.97,30.04,241204,,*3D
$GPRMC,121422.027,A,5151.3221,N,00728.5909,E,10.13,32.97,241204,,*07
$GPRMC,121423.027,A,5151.3253,N,00728.5942,E,13.74,33.45,241204,,*00
$GPRMC,121424.027,A,5151.3292,N,00728.5983,E,16.79,33.41,241204,,*0B
$GPRMC,121425.027,A,5151.3330,N,00728.6031,E,17.45,38.61,241204,,*07
$GPRMC,121426.027,A,5151.3374,N,00728.6083,E,19.95,36.15,241204,,*03
$GPRMC,121427.026,A,5151.3421,N,00728.6139,E,21.06,37.27,241204,,*05
$GPRMC,121428.026,A,5151.3468,N,00728.6199,E,21.42,39.30,241204,,*05
$GPRMC,121429.026,A,5151.3515,N,00728.6265,E,22.51,41.07,241204,,*05
$GPRMC,121430.026,A,5151.3564,N,00728.6335,E,23.26,42.55,241204,,*0A
$GPRMC,121431.026,A,5151.3614,N,00728.6409,E,24.35,43.23,241204,,*02
$GPRMC,121432.026,A,5151.3664,N,00728.6486,E,24.61,44.55,241204,,*06
$GPRMC,121433.026,A,5151.3711,N,00728.6566,E,24.47,46.69,241204,,*02
$GPRMC,121434.026,A,5151.3757,N,00728.6647,E,24.22,48.07,241204,,*02
$GPRMC,121435.026,A,5151.3803,N,00728.6725,E,23.62,47.06,241204,,*05
$GPRMC,121436.026,A,5151.3846,N,00728.6809,E,24.06,50.79,241204,,*0D
$GPRMC,121437.026,A,5151.3888,N,00728.6899,E,24.63,53.85,241204,,*04
$GPRMC,121438.026,A,5151.3929,N,00728.6993,E,25.43,55.30,241204,,*01
$GPRMC,121439.026,A,5151.3966,N,00728.7092,E,25.51,59.77,241204,,*0E
$GPRMC,121440.026,A,5151.4003,N,00728.7195,E,26.36,60.09,241204,,*0A
$GPRMC,121441.026,A,5151.4039,N,00728.7301,E,26.85,61.26,241204,,*09
$GPRMC,121442.026,A,5151.4072,N,00728.7409,E,26.67,64.47,241204,,*04
$GPRMC,121443.025,A,5151.4103,N,00728.7521,E,27.06,66.39,241204,,*07
$GPRMC,121444.025,A,5151.4133,N,00728.7634,E,27.33,67.32,241204,,*08
$GPRMC,121445.025,A,5151.4160,N,00728.7748,E,26.88,69.54,241204,,*0A
$GPRMC,121446.025,A,5151.4182,N,00728.7868,E,27.42,74.46,241204,,*00
$GPRMC,121447.025,A,5151.4203,N,00728.7988,E,27.30,74.38,241204,,*08
$GPRMC,121448.025,A,5151.4222,N,00728.8108,E,27.12,76.17,241204,,*04
$GPRMC,121449.025,A,5151.4238,N,00728.8228,E,26.90,78.08,241204,,*04
$GPRMC,121450.025,A,5151.4252,N,00728.8348,E,26.71,79.51,241204,,*05
$GPRMC,121451.025,A,5151.4264,N,00728.8467,E,26.59,80.94,241204,,*0E
$GPRMC,121452.025,A,5151.4274,N,00728.8586,E,26.44,81.76,241204,,*03
$GPRMC,121453.025,A,5151.4284,N,00728.8705,E,26.32,82.25,241204,,*00
$GPRMC,121454.025,A,5151.4294,N,00728.8822,E,26.12,82.42,241204,,*0F
$GPRMC,121455.025,A,5151.4303,N,00728.8939,E,26.04,82.39,241204,,*01
$GPRMC,121456.025,A,5151.4312,N,00728.9055,E,25.72,82.38,241204,,*03
$GPRMC,121457.025,A,5151.4321,N,00728.9167,E,25.05,82.42,241204,,*0F
$GPRMC,121458.024,A,5151.4330,N,00728.9274,E,23.75,82.69,241204,,*08
$GPRMC,121459.024,A,5151.4338,N,00728.9366,E,20.29,81.13,241204,,*07
$GPRMC,121500.024,A,5151.4348,N,00728.9436,E,15.79,76.29,241204,,*0D
$GPRMC,121501.024,A,5151.4359,N,00728.9487,E,11.68,70.23,241204,,*0E
$GPRMC,121502.024,A,5151.4367,N,00728.9517,E,7.12,62.93,241204,,*3A
$GPRMC,121503.024,A,5151.4372,N,00728.9531,E,3.45,58.73,241204,,*3A
$GPRMC,121504.024,A,5151.4376,N,00728.9543,E,2.97,55.16,241204,,*3C
$GPRMC,121505.024,A,5151.4383,N,00728.9562,E,4.80,58.14,241204,,*3B
$GPRMC,121506.024,A,5151.4392,N,00728.9592,E,7.74,61.83,241204,,*3B
$GPRMC,121507.024,A,5151.4402,N,00728.9633,E,9.71,67.74,241204,,*39
$GPRMC,121508.024,A,5151.4408,N,00728.9682,E,11.37,76.79,241204,,*00
$GPRMC,121509.024,A,5151.4408,N,00728.9742,E,13.56,89.93,241204,,*0D
$GPRMC,121510.024,A,5151.4400,N,00728.9812,E,16.07,100.50,241204,,*39
$GPRMC,121511.024,A,5151.4390,N,00728.9890,E,17.86,100.80,241204,,*39
$GPRMC,121512.024,A,5151.4381,N,00728.9970,E,18.29,99.89,241204,,*07
$GPRMC,121513.024,A,5151.4375,N,00729.0057,E,19.68,96.36,241204,,*06
$GPRMC,121514.023,A,5151.4372,N,00729.0150,E,20.55,92.58,241204,,*0F
$GPRMC,121515.023,A,5151.4374,N,00729.0246,E,21.23,88.09,241204,,*03
$GPRMC,121516.023,A,5151.4382,N,00729.0341,E,21.23,82.76,241204,,*0D
$GPRMC,121517.023,A,5151.4391,N,00729.0438,E,21.70,80.58,241204,,*0F
$GPRMC,121518.023,A,5151.4403,N,00729.0534,E,21.78,78.48,241204,,*0F
$GPRMC,121519.023,A,5151.4416,N,00729.0628,E,21.40,76.83,241204,,*06
$GPRMC,121520.023,A,5151.4431,N,00729.0718,E,20.69,74.60,241204,,*0E
$GPRMC,121521.023,A,5151.4445,N,00729.0800,E,18.93,74.30,241204,,*01
$GPRMC,121522.023,A,5151.4456,N,00729.0867,E,15.43,73.62,241204,,*01
$GPRMC,121523.023,A,5151.4457,N,00729.0922,E,12.06,88.25,241204,,*00
$GPRMC,121524.023,A,5151.4445,N,00729.0966,E,10.43,113.32,241204,,*32
$GPRMC,121525.023,A,5151.4422,N,00729.0995,E,10.41,143.21,241204,,*3B
$GPRMC,121526.023,A,5151.4394,N,00729.1014,E,10.68,156.83,241204,,*34
$GPRMC,121527.023,A,5151.4361,N,00729.1029,E,12.15,163.64,241204,,*36
$GPRMC,121528.023,A,5151.4324,N,00729.1045,E,13.57,163.45,241204,,*36
$GPRMC,121529.023,A,5151.4283,N,00729.1065,E,15.19,161.99,241204,,*36
$GPRMC,121530.022,A,5151.4240,N,00729.1085,E,15.75,162.53,241204,,*31
$GPRMC,121531.022,A,5151.4199,N,00729.1104,E,15.40,162.49,241204,,*32
$GPRMC,121532.022,A,5151.4159,N,00729.1123,E,14.68,162.79,241204,,*30
$GPRMC,121533.022,A,5151.4121,N,00729.1139,E,13.67,163.94,241204,,*3F
$GPRMC,121534.022,A,5151.4087,N,00729.1157,E,12.95,160.56,241204,,*3C
$GPRMC,121535.022,A,5151.4053,N,00729.1173,E,12.34,162.52,241204,,*3F
$GPRMC,121536.022,A,5151.4021,N,00729.1191,E,12.06,159.23,241204,,*3A
$GPRMC,121537.022,A,5151.3992,N,00729.1208,E,10.98,158.99,241204,,*3B
$GPRMC,121538.022,A,5151.3965,N,00729.1219,E,9.48,164.86,241204,,*08
$GPRMC,121539.022,A,5151.3945,N,00729.1212,E,7.07,193.25,241204,,*04
