$GPRMC,081634.563,A,5157.3051,N,00737.2242,E,0.04,176.61,081104,,*00
$GPRMC,081635.563,A,5157.3052,N,00737.2242,E,0.11,82.27,081104,,*3E
$GPRMC,081636.563,A,5157.3053,N,00737.2242,E,0.04,82.50,081104,,*38
$GPRMC,081637.563,A,5157.3055,N,00737.2243,E,0.04,64.97,081104,,*3D
$GPRMC,081638.563,A,5157.3056,N,00737.2243,E,0.03,60.34,081104,,*3B
$GPRMC,081639.563,A,5157.3057,N,00737.2243,E,0.07,16.49,081104,,*34
$GPRMC,081640.563,A,5157.3059,N,00737.2243,E,0.05,3.46,081104,,*0D
$GPRMC,081641.563,A,5157.3060,N,00737.2243,E,0.05,15.15,081104,,*37
$GPRMC,081642.563,A,5157.3062,N,00737.2244,E,0.11,30.60,081104,,*31
$GPRMC,081643.563,A,5157.3063,N,00737.2244,E,0.04,285.50,081104,,*0A
$GPRMC,081644.562,A,5157.3065,N,00737.2243,E,0.06,11.50,081104,,*30
$GPRMC,081645.562,A,5157.3066,N,00737.2244,E,0.07,43.45,081104,,*37
$GPRMC,081646.562,A,5157.3067,N,00737.2244,E,0.06,49.18,081104,,*36
$GPRMC,081647.562,A,5157.3069,N,00737.2243,E,0.07,11.58,081104,,*36
$GPRMC,081648.562,A,5157.3070,N,00737.2243,E,0.12,359.54,081104,,*06
$GPRMC,081649.562,A,5157.3071,N,00737.2243,E,0.02,294.67,081104,,*07
$GPRMC,081650.562,A,5157.3072,N,00737.2243,E,0.05,250.17,081104,,*04
$GPRMC,081651.562,A,5157.3073,N,00737.2242,E,0.05,54.71,081104,,*33
$GPRMC,081652.562,A,5157.3073,N,00737.2242,E,0.16,163.39,081104,,*0B
$GPRMC,081653.562,A,5157.3074,N,00737.2242,E,0.03,204.65,081104,,*02
$GPRMC,081654.562,A,5157.3074,N,00737.2242,E,0.07,8.20,081104,,*0E
$GPRMC,081655.562,A,5157.3075,N,00737.2242,E,0.10,101.10,081104,,*03
$GPRMC,081656.562,A,5157.3075,N,00737.2242,E,0.06,15.75,081104,,*30
$GPRMC,081657.562,A,5157.3075,N,00737.2237,E,1.26,258.02,081104,,*0B
$GPRMC,081658.562,A,5157.3072,N,00737.2221,E,3.73,253.42,081104,,*09
$GPRMC,081659.561,A,5157.3068,N,00737.2196,E,5.85,255.21,081104,,*03
$GPRMC,081700.561,A,5157.3062,N,00737.2160,E,8.61,255.25,081104,,*0E
$GPRMC,081701.561,A,5157.3056,N,00737.2115,E,10.43,258.27,081104,,*3C
$GPRMC,081702.561,A,5157.3050,N,00737.2061,E,12.31,261.60,081104,,*35
$GPRMC,081703.561,A,5157.3042,N,00737.2004,E,13.36,258.15,081104,,*3A
$GPRMC,081704.561,A,5157.3022,N,00737.1950,E,14.12,239.58,081104,,*3F
$GPRMC,081705.561,A,5157.2987,N,00737.1908,E,15.59,216.75,081104,,*38
$GPRMC,081706.561,A,5157.2943,N,00737.1886,E,16.43,196.18,081104,,*3C
$GPRMC,081707.561,A,5157.2893,N,00737.1883,E,17.74,180.74,081104,,*3C
$GPRMC,081708.561,A,5157.2838,N,00737.1880,E,19.99,180.19,081104,,*37
$GPRMC,081709.561,A,5157.2773,N,00737.1881,E,22.80,179.08,081104,,*31
$GPRMC,081710.561,A,5157.2704,N,00737.1881,E,24.11,180.35,081104,,*3F
$GPRMC,081711.561,A,5157.2630,N,00737.1875,E,25.85,183.48,081104,,*36
$GPRMC,081712.561,A,5157.2553,N,00737.1865,E,26.86,185.08,081104,,*30
$GPRMC,081713.561,A,5157.2473,N,00737.1858,E,27.87,183.65,081104,,*31
$GPRMC,081714.560,A,5157.2392,N,00737.1847,E,27.83,185.64,081104,,*32
$GPRMC,081715.560,A,5157.2315,N,00737.1832,E,26.73,187.58,081104,,*3D
$GPRMC,081716.560,A,5157.2237,N,00737.1818,E,26.84,187.74,081104,,*31
$GPRMC,081717.560,A,5157.2162,N,00737.1806,E,26.02,187.12,081104,,*32
$GPRMC,081718.560,A,5157.2091,N,00737.1782,E,24.72,193.79,081104,,*3E
$GPRMC,081719.560,A,5157.2021,N,00737.1753,E,24.82,195.98,081104,,*3E
$GPRMC,081720.560,A,5157.1954,N,00737.1721,E,24.31,197.82,081104,,*38
$GPRMC,081721.560,A,5157.1887,N,00737.1685,E,24.30,199.59,081104,,*30
$GPRMC,081722.560,A,5157.1820,N,00737.1644,E,24.83,201.80,081104,,*3D
$GPRMC,081723.560,A,5157.1752,N,00737.1599,E,25.43,202.97,081104,,*3D
$GPRMC,081724.560,A,5157.1684,N,00737.1553,E,25.58,203.89,081104,,*32
$GPRMC,081725.560,A,5157.1618,N,00737.1504,E,25.71,204.76,081104,,*38
$GPRMC,081726.560,A,5157.1551,N,00737.1452,E,26.00,205.10,081104,,*33
$GPRMC,081727.560,A,5157.1483,N,00737.1398,E,26.31,206.10,081104,,*3C
$GPRMC,081728.559,A,5157.1417,N,00737.1340,E,26.44,207.75,081104,,*31
$GPRMC,081729.559,A,5157.1349,N,00737.1283,E,27.10,206.78,081104,,*3E
$GPRMC,081730.559,A,5157.1280,N,00737.1227,E,27.19,206.42,081104,,*3C
$GPRMC,081731.559,A,5157.1210,N,00737.1171,E,27.48,205.79,081104,,*3B
$GPRMC,081732.559,A,5157.1141,N,00737.1115,E,27.37,205.65,081104,,*38
$GPRMC,081733.559,A,5157.1072,N,00737.1060,E,27.31,205.69,081104,,*31
$GPRMC,081734.559,A,5157.1004,N,00737.1004,E,27.27,205.97,081104,,*33
$GPRMC,081735.559,A,5157.0936,N,00737.0948,E,27.18,206.29,081104,,*31
$GPRMC,081736.559,A,5157.0869,N,00737.0893,E,26.57,206.23,081104,,*3E
$GPRMC,081737.559,A,5157.0805,N,00737.0840,E,25.84,206.26,081104,,*33
$GPRMC,081738.559,A,5157.0742,N,00737.0788,E,25.02,206.43,081104,,*36
$GPRMC,081739.559,A,5157.0681,N,00737.0738,E,24.64,206.63,081104,,*31
$GPRMC,081740.559,A,5157.0621,N,00737.0685,E,24.58,207.19,081104,,*31
$GPRMC,081741.559,A,5157.0561,N,00737.0634,E,24.74,206.80,081104,,*32
$GPRMC,081742.559,A,5157.0502,N,00737.0582,E,24.25,207.04,081104,,*33
